"ad_date","source","campaign_id","campaign_name","total_impressions","total_clicks","total_spend","total_installs","total_d1_revenue","total_d7_revenue"
"2025-10-07",Facebook Ads,FB-100237,UA - Lookalike - 5% | iOS | US | Video,28744,1400,706.1600,127,609.12,3168.64
"2025-10-07",Facebook Ads,FB-100227,UA - Prospecting - Broad | iOS | EU | UGC,22037,810,338.3400,94,435.31,1552.32
"2025-10-07",Facebook Ads,FB-100130,UA - Lookalike - 5% | iOS | MENA | UGC,14765,691,336.1700,53,172.0,663.4
"2025-10-07",Facebook Ads,FB-100164,UA - Prospecting - Broad | Android | MENA | Static,20643,905,335.3000,51,130.47,477.65
"2025-10-07",Facebook Ads,FB-100123,UA - Lookalike - 5% | iOS | EU | UGC,21490,765,334.1500,113,542.08,2319.56
"2025-10-07",Facebook Ads,FB-100223,UA - Lookalike - 1% | iOS | US | Carousel,24932,1219,325.7200,189,753.86,2281.93
"2025-10-07",Facebook Ads,FB-100070,UA - Retargeting - Value | Android | LATAM | UGC,26511,910,319.7700,243,1010.64,5132.03
"2025-10-07",Facebook Ads,FB-100118,UA - Lookalike - 5% | Android | US | Video,18414,918,318.6400,156,672.95,3384.94
"2025-10-07",Facebook Ads,FB-100059,UA - Prospecting - Broad | iOS | EU | UGC,28532,878,315.6400,28,121.08,540.62
"2025-10-07",Facebook Ads,FB-100224,UA - Lookalike - 5% | iOS | EU | UGC,28735,1021,314.8800,166,729.89,3312.24
"2025-10-07",Facebook Ads,FB-100162,UA - Lookalike - 1% | Android | APAC | Static,24304,1113,314.8700,99,338.49,1326.54
"2025-10-07",Facebook Ads,FB-100317,UA - Lookalike - 5% | Android | LATAM | UGC,22521,1061,313.4200,153,366.86,1987.28
"2025-10-07",Facebook Ads,FB-100071,UA - Prospecting - Broad | iOS | APAC | Carousel,23666,819,313.0200,72,227.68,1237.67
"2025-10-07",Facebook Ads,FB-100232,UA - Lookalike - 1% | Android | US | UGC,21897,963,311.7200,105,409.67,1498.57
"2025-10-07",Facebook Ads,FB-100107,UA - Lookalike - 5% | Android | EU | UGC,17559,741,309.4400,111,487.71,2559.99
"2025-10-07",Facebook Ads,FB-100060,UA - Lookalike - 5% | Android | APAC | Video,16875,831,307.2200,104,309.34,1173.33
"2025-10-07",Facebook Ads,FB-100037,UA - Prospecting - Broad | Android | MENA | Video,17697,717,306.7300,78,206.89,854.87
"2025-10-07",Facebook Ads,FB-100299,UA - Lookalike - 5% | iOS | LATAM | Static,22141,821,304.3400,51,160.62,675.57
"2025-10-07",Facebook Ads,FB-100171,UA - Lookalike - 1% | iOS | LATAM | Carousel,22048,693,304.1600,33,130.28,398.92
"2025-10-07",Facebook Ads,FB-100006,UA - Lookalike - 1% | Android | APAC | Carousel,29971,1066,302.2100,53,118.78,611.84
"2025-10-07",Facebook Ads,FB-100102,UA - Lookalike - 1% | iOS | MENA | Static,15677,622,302.1100,84,296.91,1069.17
"2025-10-07",Facebook Ads,FB-100188,UA - Lookalike - 1% | Android | EU | Static,18462,683,302.0900,140,437.7,2172.74
"2025-10-07",Facebook Ads,FB-100206,UA - Retargeting - Value | iOS | LATAM | Video,18501,580,300.6700,126,464.08,2559.87
"2025-10-07",Facebook Ads,FB-100341,UA - Lookalike - 5% | iOS | LATAM | Static,14541,607,299.0100,78,280.85,873.44
"2025-10-07",Facebook Ads,FB-100105,UA - Lookalike - 1% | iOS | US | Carousel,19025,846,298.6400,129,551.68,2310.99
"2025-10-07",Facebook Ads,FB-100309,UA - Prospecting - Broad | Android | MENA | Carousel,22570,782,297.8600,52,189.45,948.58
"2025-10-07",Facebook Ads,FB-100201,UA - Prospecting - Broad | Android | US | Static,24841,981,297.7300,177,444.84,2315.39
"2025-10-07",Facebook Ads,FB-100095,UA - Prospecting - Broad | iOS | EU | Static,26134,824,291.1200,129,601.36,1939.99
"2025-10-07",Facebook Ads,FB-100062,UA - Lookalike - 1% | iOS | EU | Static,20385,856,289.6700,48,211.39,936.88
"2025-10-07",Facebook Ads,FB-100259,UA - Lookalike - 1% | Android | LATAM | UGC,22889,771,288.8900,152,498.5,2160.5
"2025-10-07",Facebook Ads,FB-100343,UA - Lookalike - 1% | iOS | MENA | Video,23532,688,288.2700,130,371.98,1951.41
"2025-10-07",Facebook Ads,FB-100098,UA - Lookalike - 1% | iOS | US | Video,20611,907,287.6100,126,557.61,2661.47
"2025-10-07",Facebook Ads,FB-100003,UA - Prospecting - Broad | Android | EU | Playables,20701,576,287.2500,116,360.03,1867.12
"2025-10-07",Facebook Ads,FB-100271,UA - Lookalike - 5% | Android | APAC | Video,26045,1079,286.3700,226,901.54,3153.59
"2025-10-07",Facebook Ads,FB-100288,UA - Lookalike - 5% | Android | MENA | Carousel,16004,677,282.3800,131,277.27,1259.36
"2025-10-07",Facebook Ads,FB-100327,UA - Prospecting - Broad | iOS | US | UGC,17338,591,278.6600,26,84.84,260.03
"2025-10-07",Facebook Ads,FB-100007,UA - Prospecting - Broad | Android | EU | Carousel,22451,804,276.0100,60,246.71,803.78
"2025-10-07",Facebook Ads,FB-100349,UA - Prospecting - Broad | iOS | MENA | Static,17691,563,275.8100,80,205.74,1012.45
"2025-10-07",Facebook Ads,FB-100292,UA - Lookalike - 1% | Android | EU | Carousel,17090,748,273.0200,102,363.92,1637.64
"2025-10-07",Facebook Ads,FB-100073,UA - Lookalike - 1% | Android | MENA | Static,25173,918,272.9200,51,110.94,561.36
"2025-10-07",Facebook Ads,FB-100307,UA - Prospecting - Broad | iOS | MENA | Carousel,23032,740,272.6200,140,417.84,1531.8
"2025-10-07",Facebook Ads,FB-100120,UA - Prospecting - Broad | Android | MENA | Static,26706,1035,271.7900,158,512.92,2300.45
"2025-10-07",Facebook Ads,FB-100222,UA - Lookalike - 1% | Android | LATAM | UGC,19260,737,270.7000,151,500.17,1858.63
"2025-10-07",Facebook Ads,FB-100256,UA - Lookalike - 1% | Android | US | Carousel,17769,851,269.7700,76,257.36,853.41
"2025-10-07",Facebook Ads,FB-100002,UA - Prospecting - Broad | iOS | US | Video,25939,1040,265.1000,178,696.51,3816.87
"2025-10-07",Facebook Ads,FB-100031,UA - Prospecting - Broad | iOS | EU | UGC,18600,484,262.1300,93,415.24,1812.94
"2025-10-07",Facebook Ads,FB-100058,UA - Lookalike - 5% | Android | EU | UGC,26132,1203,262.1300,91,253.28,830.0
"2025-10-07",Facebook Ads,FB-100249,UA - Lookalike - 1% | Android | EU | UGC,14685,530,261.7100,51,179.57,886.54
"2025-10-07",Facebook Ads,FB-100077,UA - Lookalike - 1% | iOS | US | Static,22849,560,256.9800,26,120.03,484.32
"2025-10-07",Facebook Ads,FB-100141,UA - Lookalike - 1% | iOS | EU | UGC,16020,472,256.8600,69,262.68,811.68
"2025-10-07",Facebook Ads,FB-100348,UA - Lookalike - 1% | iOS | MENA | Static,20564,1024,254.3600,81,315.88,1399.66
"2025-10-07",Facebook Ads,FB-100203,UA - Lookalike - 1% | iOS | MENA | UGC,19563,779,252.7100,64,246.43,1034.51
"2025-10-07",Facebook Ads,FB-100124,UA - Lookalike - 5% | iOS | EU | Carousel,14434,628,250.7600,85,396.36,2153.42
"2025-10-07",Facebook Ads,FB-100266,UA - Lookalike - 1% | Android | US | UGC,22117,744,249.8400,124,389.52,1316.58
"2025-10-07",Facebook Ads,FB-100066,UA - Prospecting - Broad | Android | US | Playables,22872,818,249.5700,145,376.46,1541.98
"2025-10-07",Facebook Ads,FB-100136,UA - Lookalike - 1% | iOS | US | UGC,17424,465,249.5700,82,358.87,1631.42
"2025-10-07",Facebook Ads,FB-100160,UA - Lookalike - 5% | iOS | EU | UGC,14456,510,249.4400,76,235.14,929.74
"2025-10-07",Facebook Ads,FB-100220,UA - Retargeting - Value | Android | APAC | Playables,17650,504,247.1100,98,279.7,1390.95
"2025-10-07",Facebook Ads,FB-100080,UA - Lookalike - 5% | iOS | EU | Carousel,12180,452,246.2500,25,97.45,523.6
"2025-10-07",Facebook Ads,FB-100009,UA - Prospecting - Broad | iOS | MENA | Carousel,20152,642,245.9500,29,84.86,413.35
"2025-10-07",Facebook Ads,FB-100047,UA - Lookalike - 1% | Android | MENA | Static,19024,582,245.8900,55,126.35,573.0
"2025-10-07",Facebook Ads,FB-100146,UA - Retargeting - Value | Android | MENA | Static,17439,517,244.4400,79,248.2,1067.76
"2025-10-07",Facebook Ads,FB-100049,UA - Lookalike - 5% | iOS | EU | UGC,12699,498,243.6200,37,151.23,461.1
"2025-10-07",Facebook Ads,FB-100261,UA - Lookalike - 1% | Android | EU | UGC,15933,568,242.8200,40,142.81,673.92
"2025-10-07",Facebook Ads,FB-100097,UA - Lookalike - 5% | Android | LATAM | Carousel,20184,798,242.5900,164,551.76,2309.12
"2025-10-07",Facebook Ads,FB-100170,UA - Lookalike - 1% | iOS | MENA | Carousel,22707,617,242.3000,111,286.36,1493.08
"2025-10-07",Facebook Ads,FB-100010,UA - Lookalike - 5% | iOS | MENA | Video,27237,906,240.2700,159,436.66,2106.88
"2025-10-07",Facebook Ads,FB-100331,UA - Lookalike - 5% | Android | LATAM | Static,25620,683,240.0100,55,129.48,697.51
"2025-10-07",Facebook Ads,FB-100175,UA - Retargeting - Value | Android | EU | Carousel,20330,553,238.1200,120,554.65,2251.32
"2025-10-07",Facebook Ads,FB-100337,UA - Retargeting - Value | iOS | LATAM | Static,16094,413,235.8600,61,209.28,1099.14
"2025-10-07",Facebook Ads,FB-100289,UA - Lookalike - 5% | Android | US | UGC,15363,551,231.5900,100,293.18,1260.38
"2025-10-07",Facebook Ads,FB-100122,UA - Lookalike - 5% | iOS | MENA | Playables,21562,885,231.5200,122,407.69,1325.81
"2025-10-07",Facebook Ads,FB-100322,UA - Prospecting - Broad | Android | APAC | Playables,26099,718,231.1200,78,250.43,1032.52
"2025-10-07",Facebook Ads,FB-100252,UA - Lookalike - 1% | iOS | LATAM | Static,14623,604,230.4900,60,243.71,1303.12
"2025-10-07",Facebook Ads,FB-100248,UA - Lookalike - 5% | iOS | EU | UGC,20060,648,230.2300,94,390.45,1805.83
"2025-10-07",Facebook Ads,FB-100063,UA - Prospecting - Broad | Android | US | Playables,13154,533,229.8300,69,216.41,1086.81
"2025-10-07",Facebook Ads,FB-100214,UA - Prospecting - Broad | iOS | APAC | UGC,12751,484,228.9300,16,57.4,209.22
"2025-10-07",Facebook Ads,FB-100212,UA - Lookalike - 5% | iOS | MENA | UGC,15164,494,228.4300,72,315.13,1325.12
"2025-10-07",Facebook Ads,FB-100005,UA - Prospecting - Broad | iOS | MENA | Carousel,14535,534,227.8000,46,123.76,437.37
"2025-10-07",Facebook Ads,FB-100338,UA - Retargeting - Value | Android | EU | Carousel,15365,489,226.8500,74,244.19,1253.67
"2025-10-07",Facebook Ads,FB-100178,UA - Prospecting - Broad | iOS | EU | UGC,28314,478,226.4800,13,48.3,205.61
"2025-10-07",Facebook Ads,FB-100082,UA - Lookalike - 1% | iOS | US | Video,21628,528,226.2500,44,203.05,653.41
"2025-10-07",Facebook Ads,FB-100242,UA - Lookalike - 5% | Android | US | Playables,26998,688,225.1100,85,274.57,1098.55
"2025-10-07",Facebook Ads,FB-100024,UA - Lookalike - 1% | iOS | MENA | UGC,16495,640,223.2300,70,295.31,1009.07
"2025-10-07",Facebook Ads,FB-100087,UA - Lookalike - 1% | iOS | EU | Video,14733,595,220.4500,59,258.48,807.23
"2025-10-07",Facebook Ads,FB-100336,UA - Retargeting - Value | Android | MENA | Playables,14479,456,219.8400,60,200.33,1201.98
"2025-10-07",Facebook Ads,FB-100158,UA - Lookalike - 1% | iOS | APAC | UGC,22252,901,219.7500,37,107.6,468.38
"2025-10-07",Facebook Ads,FB-100244,UA - Lookalike - 5% | Android | APAC | Carousel,22971,1049,219.0300,199,586.25,1772.82
"2025-10-07",Facebook Ads,FB-100281,UA - Lookalike - 1% | iOS | EU | Static,16000,733,218.5100,87,403.58,1757.19
"2025-10-07",Facebook Ads,FB-100184,UA - Lookalike - 5% | Android | EU | Video,22225,567,218.3500,49,188.26,831.73
"2025-10-07",Facebook Ads,FB-100017,UA - Lookalike - 5% | Android | EU | UGC,23882,762,217.8600,133,445.18,1783.39
"2025-10-07",Facebook Ads,FB-100065,UA - Prospecting - Broad | Android | US | Playables,13044,444,217.0700,80,316.69,1215.77
"2025-10-07",Facebook Ads,FB-100263,UA - Lookalike - 1% | Android | APAC | Carousel,20399,523,216.8400,63,216.08,997.21
"2025-10-07",Facebook Ads,FB-100161,UA - Lookalike - 1% | iOS | US | UGC,13505,438,213.0400,66,205.1,996.58
"2025-10-07",Facebook Ads,FB-100114,UA - Prospecting - Broad | Android | EU | Static,23265,648,213.0000,74,264.0,1274.33
"2025-10-07",Facebook Ads,FB-100290,UA - Lookalike - 5% | iOS | US | UGC,21855,689,212.1400,97,474.81,2087.26
"2025-10-07",Facebook Ads,FB-100239,UA - Lookalike - 1% | iOS | US | Carousel,15701,561,211.5000,101,373.15,1922.1
"2025-10-07",Facebook Ads,FB-100255,UA - Lookalike - 1% | iOS | US | Playables,23234,794,211.2800,127,633.98,2066.77
"2025-10-07",Facebook Ads,FB-100174,UA - Lookalike - 1% | Android | APAC | Carousel,22332,589,209.4500,109,398.67,2071.89
"2025-10-07",Facebook Ads,FB-100233,UA - Prospecting - Broad | iOS | MENA | UGC,27651,653,208.7600,94,339.26,1169.09
"2025-10-07",Facebook Ads,FB-100267,UA - Prospecting - Broad | iOS | US | Static,18415,811,208.1000,146,474.51,1943.59
"2025-10-07",Facebook Ads,FB-100179,UA - Lookalike - 5% | Android | MENA | Carousel,20215,580,206.3600,86,331.39,1310.32
"2025-10-07",Facebook Ads,FB-100221,UA - Retargeting - Value | iOS | EU | Playables,14500,349,206.3600,72,356.44,1504.18
"2025-10-07",Facebook Ads,FB-100099,UA - Prospecting - Broad | Android | MENA | Carousel,21113,491,205.5300,89,216.84,814.23
"2025-10-07",Facebook Ads,FB-100168,UA - Lookalike - 1% | Android | LATAM | Playables,25076,805,205.1100,163,433.92,1620.26
"2025-10-07",Facebook Ads,FB-100218,UA - Lookalike - 1% | Android | EU | UGC,16124,592,204.3000,130,526.29,2102.53
"2025-10-07",Facebook Ads,FB-100142,UA - Lookalike - 5% | iOS | APAC | Carousel,9552,417,203.9100,59,213.86,991.45
"2025-10-07",Facebook Ads,FB-100035,UA - Prospecting - Broad | iOS | APAC | Video,15586,629,203.7300,107,427.55,1903.45
"2025-10-07",Facebook Ads,FB-100051,UA - Lookalike - 5% | iOS | APAC | UGC,25861,537,203.5800,18,55.11,276.76
"2025-10-07",Facebook Ads,FB-100251,UA - Prospecting - Broad | iOS | US | Playables,16968,469,203.4100,42,132.64,511.86
"2025-10-07",Facebook Ads,FB-100190,UA - Lookalike - 5% | Android | EU | Video,13581,587,203.1600,40,106.56,394.49
"2025-10-07",Facebook Ads,FB-100296,UA - Lookalike - 5% | iOS | APAC | Static,21497,1004,202.8100,192,600.92,2961.93
"2025-10-07",Facebook Ads,FB-100250,UA - Lookalike - 5% | iOS | LATAM | Video,15591,598,202.7800,119,449.96,2394.24
"2025-10-07",Facebook Ads,FB-100008,UA - Lookalike - 1% | Android | APAC | Video,16232,511,201.3300,102,342.14,1084.93
"2025-10-07",Facebook Ads,FB-100075,UA - Lookalike - 5% | iOS | LATAM | Static,13424,584,199.3200,103,389.72,1546.8
"2025-10-07",Facebook Ads,FB-100053,UA - Retargeting - Value | iOS | US | Static,12021,345,197.0300,71,348.0,2088.0
"2025-10-07",Facebook Ads,FB-100324,UA - Lookalike - 1% | Android | LATAM | Carousel,14933,706,196.9700,147,486.94,2148.38
"2025-10-07",Facebook Ads,FB-100305,UA - Retargeting - Value | iOS | US | Playables,17431,498,196.4100,62,324.92,1744.82
"2025-10-07",Facebook Ads,FB-100050,UA - Lookalike - 5% | Android | US | Video,13150,452,196.3500,49,154.02,566.18
"2025-10-07",Facebook Ads,FB-100014,UA - Lookalike - 1% | iOS | LATAM | UGC,18238,496,194.1300,20,50.48,197.02
"2025-10-07",Facebook Ads,FB-100210,UA - Prospecting - Broad | Android | APAC | Playables,22447,456,191.7500,66,202.15,986.69
"2025-10-07",Facebook Ads,FB-100113,UA - Lookalike - 1% | iOS | US | Static,15065,395,190.4300,48,219.38,1085.71
"2025-10-07",Facebook Ads,FB-100207,UA - Lookalike - 1% | iOS | APAC | UGC,16193,552,190.1600,36,100.27,446.9
"2025-10-07",Facebook Ads,FB-100108,UA - Lookalike - 1% | Android | MENA | Playables,17210,459,188.8300,57,156.37,698.04
"2025-10-07",Facebook Ads,FB-100247,UA - Lookalike - 5% | iOS | APAC | Carousel,18223,823,188.3800,124,399.35,1754.74
"2025-10-07",Facebook Ads,FB-100332,UA - Prospecting - Broad | iOS | US | UGC,10329,368,187.6800,61,277.7,1255.2
"2025-10-07",Facebook Ads,FB-100286,UA - Lookalike - 1% | Android | APAC | UGC,15916,552,186.1300,78,190.43,913.11
"2025-10-07",Facebook Ads,FB-100272,UA - Lookalike - 1% | iOS | LATAM | Video,17567,702,184.2800,70,306.07,1039.72
"2025-10-07",Facebook Ads,FB-100149,UA - Prospecting - Broad | Android | EU | Carousel,20763,911,183.3800,150,504.84,2253.1
"2025-10-07",Facebook Ads,FB-100219,UA - Lookalike - 5% | iOS | APAC | UGC,16488,398,182.7200,18,73.19,393.25
"2025-10-07",Facebook Ads,FB-100345,UA - Lookalike - 1% | Android | US | Carousel,19658,684,181.3300,109,368.83,1660.84
"2025-10-07",Facebook Ads,FB-100000,UA - Retargeting - Value | Android | US | Carousel,18187,307,181.2500,69,268.8,1265.78
"2025-10-07",Facebook Ads,FB-100265,UA - Lookalike - 1% | iOS | US | Playables,14334,403,179.1300,46,155.3,492.46
"2025-10-07",Facebook Ads,FB-100144,UA - Prospecting - Broad | Android | LATAM | Static,18956,691,178.9700,76,252.15,757.71
"2025-10-07",Facebook Ads,FB-100316,UA - Prospecting - Broad | Android | EU | Static,16177,384,178.5600,41,144.2,688.41
"2025-10-07",Facebook Ads,FB-100329,UA - Lookalike - 5% | iOS | MENA | UGC,17075,740,177.7500,127,482.49,1669.42
"2025-10-07",Facebook Ads,FB-100030,UA - Lookalike - 1% | iOS | LATAM | Video,16860,568,176.4800,46,183.04,660.04
"2025-10-07",Facebook Ads,FB-100106,UA - Lookalike - 1% | iOS | LATAM | UGC,24228,702,176.2000,99,305.67,1276.78
"2025-10-07",Facebook Ads,FB-100306,UA - Prospecting - Broad | Android | APAC | Static,17507,490,176.1100,82,196.49,783.6
"2025-10-07",Facebook Ads,FB-100230,UA - Prospecting - Broad | iOS | US | UGC,16195,426,168.3100,25,113.78,535.22
"2025-10-07",Facebook Ads,FB-100228,UA - Lookalike - 5% | iOS | APAC | UGC,25933,832,167.5600,49,177.25,754.73
"2025-10-07",Facebook Ads,FB-100193,UA - Lookalike - 1% | iOS | US | Static,11624,323,167.3800,39,128.59,511.92
"2025-10-07",Facebook Ads,FB-100319,UA - Prospecting - Broad | iOS | EU | Playables,13189,468,166.8900,34,168.54,621.91
"2025-10-07",Facebook Ads,FB-100291,UA - Retargeting - Value | Android | US | Carousel,14650,318,166.5700,70,321.93,1853.03
"2025-10-07",Facebook Ads,FB-100208,UA - Lookalike - 5% | iOS | MENA | Video,18802,664,166.2000,101,373.0,1183.16
"2025-10-07",Facebook Ads,FB-100111,UA - Retargeting - Value | iOS | APAC | UGC,11803,410,165.1500,100,522.33,2276.31
"2025-10-07",Facebook Ads,FB-100072,UA - Prospecting - Broad | Android | APAC | Playables,12377,529,165.0500,78,170.96,680.76
"2025-10-07",Facebook Ads,FB-100335,UA - Prospecting - Broad | Android | LATAM | Static,11781,366,162.9100,16,56.48,305.33
"2025-10-07",Facebook Ads,FB-100194,UA - Retargeting - Value | Android | APAC | Video,18108,556,161.3500,93,323.43,1302.13
"2025-10-07",Facebook Ads,FB-100112,UA - Lookalike - 1% | iOS | EU | Video,20565,461,161.2600,89,277.32,1145.33
"2025-10-07",Facebook Ads,FB-100086,UA - Retargeting - Value | iOS | MENA | Playables,13814,340,160.3400,49,198.74,1102.21
"2025-10-07",Facebook Ads,FB-100216,UA - Lookalike - 5% | iOS | MENA | Video,21224,684,158.6900,70,211.58,918.26
"2025-10-07",Facebook Ads,FB-100310,UA - Lookalike - 1% | Android | LATAM | Carousel,15119,721,158.6200,115,397.56,1278.16
"2025-10-07",Facebook Ads,FB-100121,UA - Lookalike - 1% | iOS | EU | UGC,26202,561,158.4300,91,294.08,1208.96
"2025-10-07",Facebook Ads,FB-100019,UA - Lookalike - 1% | Android | EU | Video,14151,421,158.2500,76,287.76,1086.29
"2025-10-07",Facebook Ads,FB-100043,UA - Prospecting - Broad | Android | EU | Static,38721,721,157.5400,120,347.56,1390.59
"2025-10-07",Facebook Ads,FB-100258,UA - Lookalike - 1% | iOS | MENA | Playables,8909,428,156.0500,22,78.73,352.47
"2025-10-07",Facebook Ads,FB-100023,UA - Lookalike - 1% | Android | MENA | Playables,19945,837,155.1800,166,474.53,2045.22
"2025-10-07",Facebook Ads,FB-100298,UA - Lookalike - 1% | Android | LATAM | UGC,27337,674,154.6800,131,329.14,1234.6
"2025-10-07",Facebook Ads,FB-100148,UA - Retargeting - Value | iOS | LATAM | Carousel,18231,458,154.3500,100,442.86,2329.44
