date,source,campaign_id,campaign_name,impressions,clicks,spend,installs
2025-10-07,Facebook Ads,FB-100000,UA - Retargeting - Value | Android | US | Carousel,18187,307,181.25,70
2025-10-07,Facebook Ads,FB-100046,UA - Lookalike - 1% | Android | US | Video,22004,1050,346.4,181
2025-10-07,Facebook Ads,FB-100047,UA - Lookalike - 1% | Android | MENA | Static,19024,582,245.89,56
2025-10-07,Facebook Ads,FB-100048,UA - Retargeting - Value | iOS | EU | Playables,7795,155,95.29,23
2025-10-07,Facebook Ads,FB-100049,UA - Lookalike - 5% | iOS | EU | UGC,12699,498,243.62,36
2025-10-07,Facebook Ads,FB-100050,UA - Lookalike - 5% | Android | US | Video,13150,452,196.35,49
2025-10-07,Facebook Ads,FB-100051,UA - Lookalike - 5% | iOS | APAC | UGC,25861,537,203.58,18
2025-10-07,Facebook Ads,FB-100052,UA - Lookalike - 5% | Android | US | Video,14321,537,144.88,41
2025-10-07,Facebook Ads,FB-100053,UA - Retargeting - Value | iOS | US | Static,12021,345,197.03,68
2025-10-07,Facebook Ads,FB-100054,UA - Retargeting - Value | Android | MENA | UGC,6740,234,70.69,30
2025-10-07,Facebook Ads,FB-100055,UA - Lookalike - 5% | iOS | EU | Carousel,30220,1140,525.54,102
2025-10-07,Facebook Ads,FB-100056,UA - Prospecting - Broad | Android | US | UGC,25057,1105,400.67,77
2025-10-07,Facebook Ads,FB-100057,UA - Prospecting - Broad | Android | MENA | Video,10428,162,47.53,15
2025-10-07,Facebook Ads,FB-100058,UA - Lookalike - 5% | Android | EU | UGC,26132,1203,262.13,90
2025-10-07,Facebook Ads,FB-100059,UA - Prospecting - Broad | iOS | EU | UGC,28532,878,315.64,28
2025-10-07,Facebook Ads,FB-100060,UA - Lookalike - 5% | Android | APAC | Video,16875,831,307.22,103
2025-10-07,Facebook Ads,FB-100061,UA - Lookalike - 5% | iOS | APAC | Carousel,23213,956,352.38,173
2025-10-07,Facebook Ads,FB-100062,UA - Lookalike - 1% | iOS | EU | Static,20385,856,289.67,51
2025-10-07,Facebook Ads,FB-100063,UA - Prospecting - Broad | Android | US | Playables,13154,533,229.83,72
2025-10-07,Facebook Ads,FB-100064,UA - Lookalike - 5% | iOS | US | Video,12156,281,112.09,24
2025-10-07,Facebook Ads,FB-100065,UA - Prospecting - Broad | Android | US | Playables,13044,444,217.07,79
2025-10-07,Facebook Ads,FB-100066,UA - Prospecting - Broad | Android | US | Playables,22872,818,249.57,142
2025-10-07,Facebook Ads,FB-100067,UA - Retargeting - Value | Android | APAC | Video,12819,225,67.48,36
2025-10-07,Facebook Ads,FB-100068,UA - Lookalike - 5% | Android | MENA | Video,26548,991,374.1,87
2025-10-07,Facebook Ads,FB-100069,UA - Lookalike - 1% | iOS | LATAM | Static,10353,213,59.28,10
2025-10-07,Facebook Ads,FB-100070,UA - Retargeting - Value | Android | LATAM | UGC,26511,910,319.77,234
2025-10-07,Facebook Ads,FB-100071,UA - Prospecting - Broad | iOS | APAC | Carousel,23666,819,313.02,76
2025-10-07,Facebook Ads,FB-100072,UA - Prospecting - Broad | Android | APAC | Playables,12377,529,165.05,80
2025-10-07,Facebook Ads,FB-100073,UA - Lookalike - 1% | Android | MENA | Static,25173,918,272.92,54
2025-10-07,Facebook Ads,FB-100074,UA - Retargeting - Value | Android | LATAM | Video,9495,75,23.41,14
2025-10-07,Facebook Ads,FB-100075,UA - Lookalike - 5% | iOS | LATAM | Static,13424,584,199.32,106
2025-10-07,Facebook Ads,FB-100076,UA - Prospecting - Broad | iOS | MENA | Playables,12789,263,56.12,24
2025-10-07,Facebook Ads,FB-100077,UA - Lookalike - 1% | iOS | US | Static,22849,560,256.98,26
2025-10-07,Facebook Ads,FB-100078,UA - Retargeting - Value | Android | US | Playables,12730,86,35.78,15
2025-10-07,Facebook Ads,FB-100079,UA - Retargeting - Value | iOS | LATAM | Playables,8821,195,72.29,23
2025-10-07,Facebook Ads,FB-100080,UA - Lookalike - 5% | iOS | EU | Carousel,12180,452,246.25,24
2025-10-07,Facebook Ads,FB-100081,UA - Lookalike - 5% | iOS | US | Video,14845,371,116.35,23
2025-10-07,Facebook Ads,FB-100082,UA - Lookalike - 1% | iOS | US | Video,21628,528,226.25,44
2025-10-07,Facebook Ads,FB-100083,UA - Lookalike - 5% | Android | LATAM | Static,36860,1352,426.69,264
2025-10-07,Facebook Ads,FB-100084,UA - Prospecting - Broad | iOS | MENA | Video,14045,540,126.25,24
2025-10-07,Facebook Ads,FB-100085,UA - Prospecting - Broad | Android | EU | Playables,11553,208,48.19,35
2025-10-07,Facebook Ads,FB-100086,UA - Retargeting - Value | iOS | MENA | Playables,13814,340,160.34,51
2025-10-07,Facebook Ads,FB-100087,UA - Lookalike - 1% | iOS | EU | Video,14733,595,220.45,57
2025-10-07,Facebook Ads,FB-100088,UA - Retargeting - Value | iOS | US | Carousel,8627,139,62.74,28
2025-10-07,Facebook Ads,FB-100089,UA - Lookalike - 5% | Android | US | Carousel,20669,838,412.04,74
2025-10-07,Facebook Ads,FB-100090,UA - Retargeting - Value | Android | EU | Static,9877,228,74.51,37
2025-10-07,Facebook Ads,FB-100091,UA - Lookalike - 1% | iOS | US | Static,29685,1053,381.4,41
2025-10-07,Facebook Ads,FB-100092,UA - Retargeting - Value | iOS | EU | Carousel,6874,142,73.93,14
2025-10-07,Facebook Ads,FB-100093,UA - Lookalike - 5% | Android | APAC | Video,28034,588,97.14,65
2025-10-07,Facebook Ads,FB-100094,UA - Lookalike - 1% | Android | EU | UGC,10522,425,115.86,56
2025-10-07,Facebook Ads,FB-100095,UA - Prospecting - Broad | iOS | EU | Static,26134,824,291.12,133
2025-10-07,Facebook Ads,FB-100096,UA - Lookalike - 1% | Android | APAC | Carousel,22104,1008,386.97,87
2025-10-07,Facebook Ads,FB-100097,UA - Lookalike - 5% | Android | LATAM | Carousel,20184,798,242.59,157
2025-10-07,Facebook Ads,FB-100098,UA - Lookalike - 1% | iOS | US | Video,20611,907,287.61,121
2025-10-07,Facebook Ads,FB-100099,UA - Prospecting - Broad | Android | MENA | Carousel,21113,491,205.53,90
2025-10-07,Facebook Ads,FB-100100,UA - Lookalike - 1% | Android | MENA | UGC,12189,457,69.56,100
2025-10-07,Facebook Ads,FB-100101,UA - Prospecting - Broad | iOS | APAC | Playables,15207,498,141.83,67
2025-10-07,Facebook Ads,FB-100102,UA - Lookalike - 1% | iOS | MENA | Static,15677,622,302.11,87
2025-10-07,Facebook Ads,FB-100103,UA - Retargeting - Value | Android | APAC | Video,16196,108,54.78,24
2025-10-07,Facebook Ads,FB-100104,UA - Lookalike - 1% | iOS | APAC | Video,26726,771,363.99,76
2025-10-07,Facebook Ads,FB-100105,UA - Lookalike - 1% | iOS | US | Carousel,19025,846,298.64,127
2025-10-07,Facebook Ads,FB-100106,UA - Lookalike - 1% | iOS | LATAM | UGC,24228,702,176.2,99
2025-10-07,Facebook Ads,FB-100107,UA - Lookalike - 5% | Android | EU | UGC,17559,741,309.44,107
2025-10-07,Facebook Ads,FB-100108,UA - Lookalike - 1% | Android | MENA | Playables,17210,459,188.83,55
2025-10-07,Facebook Ads,FB-100109,UA - Lookalike - 1% | iOS | MENA | Video,14521,492,115.77,19
2025-10-07,Facebook Ads,FB-100110,UA - Lookalike - 1% | iOS | EU | UGC,14205,335,152.16,40
2025-10-07,Facebook Ads,FB-100111,UA - Retargeting - Value | iOS | APAC | UGC,11803,410,165.15,97
2025-10-07,Facebook Ads,FB-100112,UA - Lookalike - 1% | iOS | EU | Video,20565,461,161.26,91
2025-10-07,Facebook Ads,FB-100113,UA - Lookalike - 1% | iOS | US | Static,15065,395,190.43,50
2025-10-07,Facebook Ads,FB-100114,UA - Prospecting - Broad | Android | EU | Static,23265,648,213.0,78
2025-10-07,Facebook Ads,FB-100115,UA - Prospecting - Broad | Android | EU | UGC,23607,1026,479.76,173
2025-10-07,Facebook Ads,FB-100116,UA - Retargeting - Value | iOS | APAC | Playables,11052,346,136.19,30
2025-10-07,Facebook Ads,FB-100117,UA - Retargeting - Value | iOS | APAC | UGC,8837,56,32.73,8
2025-10-07,Facebook Ads,FB-100118,UA - Lookalike - 5% | Android | US | Video,18414,918,318.64,162
2025-10-07,Facebook Ads,FB-100119,UA - Lookalike - 5% | Android | EU | Playables,16655,342,91.42,74
2025-10-07,Facebook Ads,FB-100120,UA - Prospecting - Broad | Android | MENA | Static,26706,1035,271.79,154
2025-10-07,Facebook Ads,FB-100121,UA - Lookalike - 1% | iOS | EU | UGC,26202,561,158.43,96
2025-10-07,Facebook Ads,FB-100122,UA - Lookalike - 5% | iOS | MENA | Playables,21562,885,231.52,129
2025-10-07,Facebook Ads,FB-100123,UA - Lookalike - 5% | iOS | EU | UGC,21490,765,334.15,114
2025-10-07,Facebook Ads,FB-100124,UA - Lookalike - 5% | iOS | EU | Carousel,14434,628,250.76,83
2025-10-07,Facebook Ads,FB-100125,UA - Prospecting - Broad | Android | LATAM | UGC,14852,382,104.25,25
2025-10-07,Facebook Ads,FB-100126,UA - Lookalike - 1% | iOS | EU | Carousel,13823,281,77.75,13
2025-10-07,Facebook Ads,FB-100127,UA - Retargeting - Value | iOS | MENA | Video,11698,332,107.07,64
2025-10-07,Facebook Ads,FB-100128,UA - Retargeting - Value | Android | EU | UGC,16528,107,58.21,25
2025-10-07,Facebook Ads,FB-100129,UA - Lookalike - 5% | Android | US | UGC,19044,624,146.52,121
2025-10-07,Facebook Ads,FB-100130,UA - Lookalike - 5% | iOS | MENA | UGC,14765,691,336.17,52
2025-10-07,Facebook Ads,FB-100131,UA - Lookalike - 5% | Android | EU | UGC,15428,361,115.56,46
2025-10-07,Facebook Ads,FB-100132,UA - Lookalike - 5% | Android | MENA | UGC,10408,260,49.35,45
2025-10-07,Facebook Ads,FB-100133,UA - Lookalike - 5% | Android | LATAM | Carousel,27944,1322,389.73,193
2025-10-07,Facebook Ads,FB-100134,UA - Retargeting - Value | iOS | MENA | Playables,6652,208,107.79,46
2025-10-07,Facebook Ads,FB-100135,UA - Lookalike - 5% | iOS | EU | Carousel,11373,377,101.41,53
2025-10-07,Facebook Ads,FB-100136,UA - Lookalike - 1% | iOS | US | UGC,17424,465,249.57,82
2025-10-07,Facebook Ads,FB-100137,UA - Retargeting - Value | iOS | EU | UGC,6471,116,65.89,17
2025-10-07,Facebook Ads,FB-100138,UA - Prospecting - Broad | Android | APAC | Playables,25321,845,129.71,168
2025-10-07,Facebook Ads,FB-100139,UA - Lookalike - 5% | Android | APAC | Static,10285,256,96.1,26
2025-10-07,Facebook Ads,FB-100140,UA - Lookalike - 5% | Android | US | Carousel,14315,637,142.43,79
2025-10-07,Facebook Ads,FB-100141,UA - Lookalike - 1% | iOS | EU | UGC,16020,472,256.86,73
2025-10-07,Facebook Ads,FB-100142,UA - Lookalike - 5% | iOS | APAC | Carousel,9552,417,203.91,57
2025-10-07,Facebook Ads,FB-100143,UA - Prospecting - Broad | iOS | US | UGC,13281,380,133.87,60
2025-10-07,Facebook Ads,FB-100144,UA - Prospecting - Broad | Android | LATAM | Static,18956,691,178.97,80
2025-10-07,Facebook Ads,FB-100145,UA - Retargeting - Value | Android | US | Static,7868,123,60.28,27
2025-10-07,Facebook Ads,FB-100146,UA - Retargeting - Value | Android | MENA | Static,17439,517,244.44,82
2025-10-07,Facebook Ads,FB-100147,UA - Retargeting - Value | Android | APAC | Video,9852,301,94.72,69
2025-10-07,Facebook Ads,FB-100148,UA - Retargeting - Value | iOS | LATAM | Carousel,18231,458,154.35,101
2025-10-07,Facebook Ads,FB-100149,UA - Prospecting - Broad | Android | EU | Carousel,20763,911,183.38,150
2025-10-07,Facebook Ads,FB-100150,UA - Lookalike - 5% | Android | LATAM | Playables,34062,1611,575.93,128
2025-10-07,Facebook Ads,FB-100151,UA - Retargeting - Value | iOS | EU | Video,8579,198,88.43,43
2025-10-07,Facebook Ads,FB-100152,UA - Prospecting - Broad | Android | LATAM | Playables,18071,456,108.66,80
2025-10-07,Facebook Ads,FB-100153,UA - Lookalike - 5% | Android | LATAM | Playables,28169,996,401.29,142
2025-10-07,Facebook Ads,FB-100154,UA - Lookalike - 1% | iOS | US | Playables,18714,775,353.4,144
2025-10-07,Facebook Ads,FB-100155,UA - Prospecting - Broad | Android | APAC | UGC,22771,463,144.78,68
2025-10-07,Facebook Ads,FB-100156,UA - Retargeting - Value | iOS | LATAM | UGC,5486,144,72.33,31
2025-10-07,Facebook Ads,FB-100157,UA - Lookalike - 1% | iOS | EU | Playables,11755,239,67.37,22
2025-10-07,Facebook Ads,FB-100158,UA - Lookalike - 1% | iOS | APAC | UGC,22252,901,219.75,36
2025-10-07,Facebook Ads,FB-100159,UA - Lookalike - 1% | iOS | EU | Video,6700,206,79.47,27
2025-10-07,Facebook Ads,FB-100160,UA - Lookalike - 5% | iOS | EU | UGC,14456,510,249.44,75
2025-10-07,Facebook Ads,FB-100161,UA - Lookalike - 1% | iOS | US | UGC,13505,438,213.04,64
2025-10-07,Facebook Ads,FB-100162,UA - Lookalike - 1% | Android | APAC | Static,24304,1113,314.87,98
2025-10-07,Facebook Ads,FB-100163,UA - Lookalike - 1% | iOS | LATAM | Carousel,35002,1317,555.12,83
2025-10-07,Facebook Ads,FB-100164,UA - Prospecting - Broad | Android | MENA | Static,20643,905,335.3,54
2025-10-07,Facebook Ads,FB-100165,UA - Retargeting - Value | Android | APAC | UGC,12422,122,61.46,11
2025-10-07,Facebook Ads,FB-100166,UA - Prospecting - Broad | iOS | APAC | UGC,24784,946,366.67,154
2025-10-07,Facebook Ads,FB-100167,UA - Lookalike - 5% | Android | LATAM | Static,16138,358,129.7,49
2025-10-07,Facebook Ads,FB-100168,UA - Lookalike - 1% | Android | LATAM | Playables,25076,805,205.11,161
2025-10-07,Facebook Ads,FB-100169,UA - Lookalike - 1% | iOS | MENA | Playables,25772,1250,481.88,138
2025-10-07,Facebook Ads,FB-100170,UA - Lookalike - 1% | iOS | MENA | Carousel,22707,617,242.3,114
2025-10-07,Facebook Ads,FB-100171,UA - Lookalike - 1% | iOS | LATAM | Carousel,22048,693,304.16,34
2025-10-07,Facebook Ads,FB-100172,UA - Lookalike - 1% | Android | US | Static,10898,386,136.1,51
2025-10-07,Facebook Ads,FB-100173,UA - Retargeting - Value | Android | MENA | Static,11825,88,24.53,22
2025-10-07,Facebook Ads,FB-100174,UA - Lookalike - 1% | Android | APAC | Carousel,22332,589,209.45,113
2025-10-07,Facebook Ads,FB-100175,UA - Retargeting - Value | Android | EU | Carousel,20330,553,238.12,126
2025-10-07,Facebook Ads,FB-100176,UA - Prospecting - Broad | iOS | EU | Carousel,15878,273,82.83,17
2025-10-07,Facebook Ads,FB-100177,UA - Prospecting - Broad | Android | LATAM | Video,16366,445,126.96,48
2025-10-07,Facebook Ads,FB-100178,UA - Prospecting - Broad | iOS | EU | UGC,28314,478,226.48,13
2025-10-07,Facebook Ads,FB-100179,UA - Lookalike - 5% | Android | MENA | Carousel,20215,580,206.36,88
2025-10-07,Facebook Ads,FB-100180,UA - Retargeting - Value | iOS | APAC | Carousel,11784,114,41.72,22
2025-10-07,Facebook Ads,FB-100181,UA - Prospecting - Broad | Android | LATAM | UGC,16638,566,135.5,107
2025-10-07,Facebook Ads,FB-100182,UA - Prospecting - Broad | Android | APAC | UGC,18934,780,150.07,36
2025-10-07,Facebook Ads,FB-100183,UA - Lookalike - 1% | Android | EU | Static,19528,440,115.72,77
2025-10-07,Facebook Ads,FB-100184,UA - Lookalike - 5% | Android | EU | Video,22225,567,218.35,52
2025-10-07,Facebook Ads,FB-100185,UA - Lookalike - 5% | Android | MENA | UGC,16942,366,137.36,79
2025-10-07,Facebook Ads,FB-100186,UA - Lookalike - 5% | iOS | LATAM | Playables,15717,407,152.3,78
2025-10-07,Facebook Ads,FB-100187,UA - Prospecting - Broad | iOS | MENA | Playables,12816,301,66.49,15
2025-10-07,Facebook Ads,FB-100188,UA - Lookalike - 1% | Android | EU | Static,18462,683,302.09,145
2025-10-07,Facebook Ads,FB-100189,UA - Retargeting - Value | Android | EU | Static,10434,275,135.38,37
2025-10-07,Facebook Ads,FB-100190,UA - Lookalike - 5% | Android | EU | Video,13581,587,203.16,40
2025-10-07,Facebook Ads,FB-100191,UA - Lookalike - 1% | iOS | MENA | UGC,18692,837,391.21,53
2025-10-07,Facebook Ads,FB-100192,UA - Lookalike - 1% | Android | EU | Carousel,33661,1311,581.82,194
2025-10-07,Facebook Ads,FB-100193,UA - Lookalike - 1% | iOS | US | Static,11624,323,167.38,39
2025-10-07,Facebook Ads,FB-100194,UA - Retargeting - Value | Android | APAC | Video,18108,556,161.35,97
2025-10-07,Facebook Ads,FB-100195,UA - Prospecting - Broad | Android | LATAM | Static,13409,297,130.44,61
2025-10-07,Facebook Ads,FB-100196,UA - Lookalike - 1% | Android | EU | Carousel,25280,934,431.23,69
2025-10-07,Facebook Ads,FB-100197,UA - Lookalike - 1% | iOS | US | UGC,26080,1117,356.88,83
2025-10-07,Facebook Ads,FB-100198,UA - Lookalike - 5% | iOS | LATAM | Playables,19486,926,430.13,34
2025-10-07,Facebook Ads,FB-100199,UA - Prospecting - Broad | iOS | US | Playables,11586,394,130.81,57
2025-10-07,Facebook Ads,FB-100200,UA - Lookalike - 1% | iOS | LATAM | Playables,12727,597,133.37,43
2025-10-07,Facebook Ads,FB-100201,UA - Prospecting - Broad | Android | US | Static,24841,981,297.73,171
2025-10-07,Facebook Ads,FB-100202,UA - Retargeting - Value | iOS | MENA | Video,8963,183,70.31,17
2025-10-07,Facebook Ads,FB-100203,UA - Lookalike - 1% | iOS | MENA | UGC,19563,779,252.71,67
2025-10-07,Facebook Ads,FB-100204,UA - Lookalike - 5% | Android | MENA | UGC,12941,418,93.26,29
2025-10-07,Facebook Ads,FB-100205,UA - Lookalike - 5% | Android | APAC | Carousel,15072,704,136.65,55
2025-10-07,Facebook Ads,FB-100206,UA - Retargeting - Value | iOS | LATAM | Video,18501,580,300.67,121
2025-10-07,Facebook Ads,FB-100207,UA - Lookalike - 1% | iOS | APAC | UGC,16193,552,190.16,37
2025-10-07,Facebook Ads,FB-100208,UA - Lookalike - 5% | iOS | MENA | Video,18802,664,166.2,97
2025-10-07,Facebook Ads,FB-100209,UA - Lookalike - 1% | Android | LATAM | Carousel,12178,381,72.28,20
2025-10-07,Facebook Ads,FB-100210,UA - Prospecting - Broad | Android | APAC | Playables,22447,456,191.75,64
2025-10-07,Facebook Ads,FB-100211,UA - Retargeting - Value | iOS | APAC | Video,7427,57,28.37,12
2025-10-07,Facebook Ads,FB-100212,UA - Lookalike - 5% | iOS | MENA | UGC,15164,494,228.43,73
2025-10-07,Facebook Ads,FB-100213,UA - Retargeting - Value | Android | EU | Carousel,9012,252,102.11,57
2025-10-07,Facebook Ads,FB-100214,UA - Prospecting - Broad | iOS | APAC | UGC,12751,484,228.93,16
2025-10-07,Facebook Ads,FB-100215,UA - Retargeting - Value | Android | MENA | Static,14222,73,34.54,6
2025-10-07,Facebook Ads,FB-100216,UA - Lookalike - 5% | iOS | MENA | Video,21224,684,158.69,70
2025-10-07,Facebook Ads,FB-100217,UA - Lookalike - 5% | Android | EU | Video,36352,1342,514.79,293
2025-10-07,Facebook Ads,FB-100218,UA - Lookalike - 1% | Android | EU | UGC,16124,592,204.3,129
2025-10-07,Facebook Ads,FB-100219,UA - Lookalike - 5% | iOS | APAC | UGC,16488,398,182.72,19
2025-10-07,Facebook Ads,FB-100220,UA - Retargeting - Value | Android | APAC | Playables,17650,504,247.11,97
2025-10-07,Facebook Ads,FB-100221,UA - Retargeting - Value | iOS | EU | Playables,14500,349,206.36,73
2025-10-07,Facebook Ads,FB-100222,UA - Lookalike - 1% | Android | LATAM | UGC,19260,737,270.7,153
2025-10-07,Facebook Ads,FB-100223,UA - Lookalike - 1% | iOS | US | Carousel,24932,1219,325.72,196
2025-10-07,Facebook Ads,FB-100224,UA - Lookalike - 5% | iOS | EU | UGC,28735,1021,314.88,166
2025-10-07,Facebook Ads,FB-100225,UA - Lookalike - 5% | iOS | LATAM | Playables,9278,373,114.85,52
2025-10-07,Facebook Ads,FB-100226,UA - Retargeting - Value | iOS | LATAM | Static,7448,127,45.73,9
2025-10-07,Facebook Ads,FB-100227,UA - Prospecting - Broad | iOS | EU | UGC,22037,810,338.34,96
2025-10-07,Facebook Ads,FB-100228,UA - Lookalike - 5% | iOS | APAC | UGC,25933,832,167.56,49
2025-10-07,Facebook Ads,FB-100229,UA - Retargeting - Value | Android | APAC | Video,11531,175,49.89,31
2025-10-07,Facebook Ads,FB-100230,UA - Prospecting - Broad | iOS | US | UGC,16195,426,168.31,26
2025-10-07,Facebook Ads,FB-100231,UA - Lookalike - 5% | iOS | US | Static,26020,1220,620.49,136
2025-10-07,Facebook Ads,FB-100232,UA - Lookalike - 1% | Android | US | UGC,21897,963,311.72,105
2025-10-07,Facebook Ads,FB-100233,UA - Prospecting - Broad | iOS | MENA | UGC,27651,653,208.76,96
2025-10-07,Facebook Ads,FB-100234,UA - Lookalike - 1% | iOS | MENA | UGC,16189,602,153.39,94
2025-10-07,Facebook Ads,FB-100235,UA - Prospecting - Broad | iOS | MENA | Video,20314,447,121.85,29
2025-10-07,Facebook Ads,FB-100236,UA - Prospecting - Broad | Android | LATAM | Static,12361,229,39.73,46
2025-10-07,Facebook Ads,FB-100237,UA - Lookalike - 5% | iOS | US | Video,28744,1400,706.16,130
2025-10-07,Facebook Ads,FB-100238,UA - Prospecting - Broad | Android | LATAM | Video,14014,287,108.86,36
2025-10-07,Facebook Ads,FB-100239,UA - Lookalike - 1% | iOS | US | Carousel,15701,561,211.5,106
2025-10-07,Facebook Ads,FB-100240,UA - Retargeting - Value | iOS | APAC | Static,12074,103,46.92,12
2025-10-07,Facebook Ads,FB-100241,UA - Retargeting - Value | iOS | MENA | Static,7741,62,25.33,13
2025-10-07,Facebook Ads,FB-100242,UA - Lookalike - 5% | Android | US | Playables,26998,688,225.11,83
2025-10-07,Facebook Ads,FB-100243,UA - Retargeting - Value | Android | APAC | Playables,11601,214,90.18,54
2025-10-07,Facebook Ads,FB-100244,UA - Lookalike - 5% | Android | APAC | Carousel,22971,1049,219.03,195
2025-10-07,Facebook Ads,FB-100245,UA - Lookalike - 1% | iOS | US | UGC,11707,382,110.89,69
2025-10-07,Facebook Ads,FB-100246,UA - Lookalike - 1% | Android | US | UGC,15189,694,148.72,46
2025-10-07,Facebook Ads,FB-100247,UA - Lookalike - 5% | iOS | APAC | Carousel,18223,823,188.38,128
2025-10-07,Facebook Ads,FB-100248,UA - Lookalike - 5% | iOS | EU | UGC,20060,648,230.23,94
