"ad_date","source","campaign_id","campaign_name","total_impressions","total_clicks","total_spend","total_installs","total_d1_revenue","total_d7_revenue"
"2025-10-06",Facebook Ads,FB-100237,UA - Lookalike - 5% | iOS | US | Video,28744,1400,1412.3200,127,39.94,158.24
"2025-10-06",Facebook Ads,FB-100133,UA - Lookalike - 5% | Android | LATAM | Carousel,27944,1322,779.4500,191,38.73,145.55
"2025-10-06",Facebook Ads,FB-100333,UA - Lookalike - 5% | Android | APAC | Playables,23718,1060,776.0300,129,24.9,81.47
"2025-10-06",Facebook Ads,FB-100096,UA - Lookalike - 1% | Android | APAC | Carousel,22104,1008,774.0400,84,8.93,23.33
"2025-10-06",Facebook Ads,FB-100028,UA - Lookalike - 5% | iOS | APAC | Playables,23237,1040,772.6200,52,4.33,11.46
"2025-10-06",Facebook Ads,FB-100315,UA - Prospecting - Broad | iOS | LATAM | Carousel,27600,798,771.7500,24,5.66,22.79
"2025-10-06",Facebook Ads,FB-100091,UA - Lookalike - 1% | iOS | US | Static,29685,1053,762.6900,42,4.47,16.18
"2025-10-06",Facebook Ads,FB-100328,UA - Prospecting - Broad | iOS | US | UGC,26260,870,754.6400,102,9.84,23.21
"2025-10-06",Facebook Ads,FB-100302,UA - Lookalike - 1% | Android | MENA | Playables,23251,1002,750.1000,202,42.12,145.9
"2025-10-06",Facebook Ads,FB-100068,UA - Lookalike - 5% | Android | MENA | Video,26548,991,748.1100,86,21.48,48.7
"2025-10-06",Facebook Ads,FB-100166,UA - Prospecting - Broad | iOS | APAC | UGC,24784,946,733.3400,150,40.12,132.4
"2025-10-06",Facebook Ads,FB-100254,UA - Lookalike - 1% | Android | US | Video,20316,859,729.9800,72,6.76,27.54
"2025-10-06",Facebook Ads,FB-100040,UA - Lookalike - 5% | iOS | MENA | Playables,30447,886,729.0000,113,32.1,80.15
"2025-10-06",Facebook Ads,FB-100104,UA - Lookalike - 1% | iOS | APAC | Video,26726,771,727.9000,77,16.62,69.64
"2025-10-06",Facebook Ads,FB-100320,UA - Lookalike - 1% | iOS | APAC | Video,22881,723,723.0000,149,45.79,121.39
"2025-10-06",Facebook Ads,FB-100274,UA - Lookalike - 1% | iOS | US | Carousel,16562,662,717.6100,45,4.22,15.99
"2025-10-06",Facebook Ads,FB-100197,UA - Lookalike - 1% | iOS | US | UGC,26080,1117,713.7600,80,20.57,66.56
"2025-10-06",Facebook Ads,FB-100154,UA - Lookalike - 1% | iOS | US | Playables,18714,775,706.8000,138,36.93,153.26
"2025-10-06",Facebook Ads,FB-100061,UA - Lookalike - 5% | iOS | APAC | Carousel,23213,956,704.7600,174,27.7,97.81
"2025-10-06",Facebook Ads,FB-100046,UA - Lookalike - 1% | Android | US | Video,22004,1050,692.9000,180,29.83,91.07
"2025-10-06",Facebook Ads,FB-100227,UA - Prospecting - Broad | iOS | EU | UGC,22037,810,676.7500,94,27.63,73.3
"2025-10-06",Facebook Ads,FB-100130,UA - Lookalike - 5% | iOS | MENA | UGC,14765,691,672.4100,53,8.65,24.96
"2025-10-06",Facebook Ads,FB-100164,UA - Prospecting - Broad | Android | MENA | Static,20643,905,670.6100,51,6.11,16.67
"2025-10-06",Facebook Ads,FB-100123,UA - Lookalike - 5% | iOS | EU | UGC,21490,765,668.3800,113,35.56,114.61
"2025-10-06",Facebook Ads,FB-100223,UA - Lookalike - 1% | iOS | US | Carousel,24932,1219,651.5600,189,40.37,89.66
"2025-10-06",Facebook Ads,FB-100118,UA - Lookalike - 5% | Android | US | Video,18414,918,637.1800,156,46.29,177.01
"2025-10-06",Facebook Ads,FB-100059,UA - Prospecting - Broad | iOS | EU | UGC,28532,878,631.1900,28,7.15,24.11
"2025-10-06",Facebook Ads,FB-100224,UA - Lookalike - 5% | iOS | EU | UGC,28735,1021,629.7500,166,43.92,150.65
"2025-10-06",Facebook Ads,FB-100162,UA - Lookalike - 1% | Android | APAC | Static,24304,1113,629.7400,99,22.51,66.07
"2025-10-06",Facebook Ads,FB-100317,UA - Lookalike - 5% | Android | LATAM | UGC,22521,1061,626.8400,153,15.25,63.04
"2025-10-06",Facebook Ads,FB-100071,UA - Prospecting - Broad | iOS | APAC | Carousel,23666,819,626.0400,72,11.0,45.64
"2025-10-06",Facebook Ads,FB-100232,UA - Lookalike - 1% | Android | US | UGC,21897,963,623.5400,105,25.75,70.22
"2025-10-06",Facebook Ads,FB-100107,UA - Lookalike - 5% | Android | EU | UGC,17559,741,618.8100,111,34.04,136.13
"2025-10-06",Facebook Ads,FB-100060,UA - Lookalike - 5% | Android | APAC | Video,16875,831,614.4400,104,17.87,50.66
"2025-10-06",Facebook Ads,FB-100037,UA - Prospecting - Broad | Android | MENA | Video,17697,717,613.4700,78,10.26,31.87
"2025-10-06",Facebook Ads,FB-100299,UA - Lookalike - 5% | iOS | LATAM | Static,22141,821,608.6900,51,7.71,24.4
"2025-10-06",Facebook Ads,FB-100171,UA - Lookalike - 1% | iOS | LATAM | Carousel,22048,693,608.2500,33,8.28,18.62
"2025-10-06",Facebook Ads,FB-100006,UA - Lookalike - 1% | Android | APAC | Carousel,29971,1066,604.4200,53,4.25,16.66
"2025-10-06",Facebook Ads,FB-100188,UA - Lookalike - 1% | Android | EU | Static,18462,683,604.1800,140,20.76,78.29
"2025-10-06",Facebook Ads,FB-100102,UA - Lookalike - 1% | iOS | MENA | Static,15677,622,604.1500,84,16.74,44.88
"2025-10-06",Facebook Ads,FB-100341,UA - Lookalike - 5% | iOS | LATAM | Static,14541,607,597.9600,78,16.19,37.04
"2025-10-06",Facebook Ads,FB-100105,UA - Lookalike - 1% | iOS | US | Carousel,19025,846,597.1900,129,32.2,101.46
"2025-10-06",Facebook Ads,FB-100309,UA - Prospecting - Broad | Android | MENA | Carousel,22570,782,595.7300,52,13.28,50.54
"2025-10-06",Facebook Ads,FB-100201,UA - Prospecting - Broad | Android | US | Static,24841,981,595.4700,177,12.67,50.22
"2025-10-06",Facebook Ads,FB-100070,UA - Retargeting - Value | Android | LATAM | UGC,26511,910,594.0500,243,62.23,240.39
"2025-10-06",Facebook Ads,FB-100095,UA - Prospecting - Broad | iOS | EU | Static,26134,824,582.1600,129,38.4,91.43
"2025-10-06",Facebook Ads,FB-100062,UA - Lookalike - 1% | iOS | EU | Static,20385,856,579.2600,48,12.74,42.63
"2025-10-06",Facebook Ads,FB-100259,UA - Lookalike - 1% | Android | LATAM | UGC,22889,771,577.7100,152,31.9,104.25
"2025-10-06",Facebook Ads,FB-100343,UA - Lookalike - 1% | iOS | MENA | Video,23532,688,576.6100,130,14.98,59.88
"2025-10-06",Facebook Ads,FB-100098,UA - Lookalike - 1% | iOS | US | Video,20611,907,575.3100,126,33.79,122.29
"2025-10-06",Facebook Ads,FB-100003,UA - Prospecting - Broad | Android | EU | Playables,20701,576,574.5000,116,16.88,66.66
"2025-10-06",Facebook Ads,FB-100271,UA - Lookalike - 5% | Android | APAC | Video,26045,1079,572.8400,226,67.48,175.31
"2025-10-06",Facebook Ads,FB-100206,UA - Retargeting - Value | iOS | LATAM | Video,18501,580,572.3400,126,19.42,81.82
"2025-10-06",Facebook Ads,FB-100288,UA - Lookalike - 5% | Android | MENA | Carousel,16004,677,564.8200,131,8.46,29.05
"2025-10-06",Facebook Ads,FB-100327,UA - Prospecting - Broad | iOS | US | UGC,17338,591,557.3100,26,3.2,7.21
"2025-10-06",Facebook Ads,FB-100007,UA - Prospecting - Broad | Android | EU | Carousel,22451,804,552.0300,60,16.29,39.19
"2025-10-06",Facebook Ads,FB-100349,UA - Prospecting - Broad | iOS | MENA | Static,17691,563,551.6300,80,6.32,23.62
"2025-10-06",Facebook Ads,FB-100292,UA - Lookalike - 1% | Android | EU | Carousel,17090,748,546.0400,102,20.76,70.58
"2025-10-06",Facebook Ads,FB-100073,UA - Lookalike - 1% | Android | MENA | Static,25173,918,545.8400,51,3.67,14.12
"2025-10-06",Facebook Ads,FB-100307,UA - Prospecting - Broad | iOS | MENA | Carousel,23032,740,545.1600,140,18.28,49.96
"2025-10-06",Facebook Ads,FB-100120,UA - Prospecting - Broad | Android | MENA | Static,26706,1035,543.4800,158,32.52,110.18
"2025-10-06",Facebook Ads,FB-100222,UA - Lookalike - 1% | Android | LATAM | UGC,19260,737,541.4700,151,32.31,89.6
"2025-10-06",Facebook Ads,FB-100256,UA - Lookalike - 1% | Android | US | Carousel,17769,851,539.4500,76,13.74,33.7
"2025-10-06",Facebook Ads,FB-100002,UA - Prospecting - Broad | iOS | US | Video,25939,1040,530.1900,178,36.33,152.0
"2025-10-06",Facebook Ads,FB-100031,UA - Prospecting - Broad | iOS | EU | UGC,18600,484,524.2200,93,25.4,83.64
"2025-10-06",Facebook Ads,FB-100058,UA - Lookalike - 5% | Android | EU | UGC,26132,1203,524.1500,91,9.59,23.23
"2025-10-06",Facebook Ads,FB-100249,UA - Lookalike - 1% | Android | EU | UGC,14685,530,523.4300,51,10.08,37.79
"2025-10-06",Facebook Ads,FB-100077,UA - Lookalike - 1% | iOS | US | Static,22849,560,514.0200,26,7.59,22.98
"2025-10-06",Facebook Ads,FB-100141,UA - Lookalike - 1% | iOS | EU | UGC,16020,472,513.7200,69,13.17,29.92
"2025-10-06",Facebook Ads,FB-100348,UA - Lookalike - 1% | iOS | MENA | Static,20564,1024,508.7200,81,19.84,66.36
"2025-10-06",Facebook Ads,FB-100203,UA - Lookalike - 1% | iOS | MENA | UGC,19563,779,505.4200,64,15.28,48.25
"2025-10-06",Facebook Ads,FB-100124,UA - Lookalike - 5% | iOS | EU | Carousel,14434,628,501.5200,85,25.32,104.98
"2025-10-06",Facebook Ads,FB-100266,UA - Lookalike - 1% | Android | US | UGC,22117,744,499.7400,124,18.62,46.62
"2025-10-06",Facebook Ads,FB-100066,UA - Prospecting - Broad | Android | US | Playables,22872,818,499.2300,145,11.89,36.57
"2025-10-06",Facebook Ads,FB-100136,UA - Lookalike - 1% | iOS | US | UGC,17424,465,499.1800,82,21.49,73.84
"2025-10-06",Facebook Ads,FB-100160,UA - Lookalike - 5% | iOS | EU | UGC,14456,510,498.8300,76,7.73,22.9
"2025-10-06",Facebook Ads,FB-100080,UA - Lookalike - 5% | iOS | EU | Carousel,12180,452,492.5400,25,5.06,20.74
"2025-10-06",Facebook Ads,FB-100009,UA - Prospecting - Broad | iOS | MENA | Carousel,20152,642,491.9000,29,3.58,13.24
"2025-10-06",Facebook Ads,FB-100047,UA - Lookalike - 1% | Android | MENA | Static,19024,582,491.7900,55,4.8,16.45
"2025-10-06",Facebook Ads,FB-100049,UA - Lookalike - 5% | iOS | EU | UGC,12699,498,487.1900,37,8.36,18.72
"2025-10-06",Facebook Ads,FB-100261,UA - Lookalike - 1% | Android | EU | UGC,15933,568,485.6400,40,8.15,29.14
"2025-10-06",Facebook Ads,FB-100097,UA - Lookalike - 5% | Android | LATAM | Carousel,20184,798,485.1800,164,36.16,113.83
"2025-10-06",Facebook Ads,FB-100170,UA - Lookalike - 1% | iOS | MENA | Carousel,22707,617,484.5900,111,8.88,35.26
"2025-10-06",Facebook Ads,FB-100010,UA - Lookalike - 5% | iOS | MENA | Video,27237,906,480.4500,159,16.03,58.67
"2025-10-06",Facebook Ads,FB-100331,UA - Lookalike - 5% | Android | LATAM | Static,25620,683,480.0100,55,5.19,21.33
"2025-10-06",Facebook Ads,FB-100220,UA - Retargeting - Value | Android | APAC | Playables,17650,504,468.9700,98,9.11,34.42
"2025-10-06",Facebook Ads,FB-100289,UA - Lookalike - 5% | Android | US | UGC,15363,551,463.1700,100,12.4,40.16
"2025-10-06",Facebook Ads,FB-100122,UA - Lookalike - 5% | iOS | MENA | Playables,21562,885,463.1200,122,21.37,51.33
"2025-10-06",Facebook Ads,FB-100146,UA - Retargeting - Value | Android | MENA | Static,17439,517,462.9700,79,10.19,33.03
"2025-10-06",Facebook Ads,FB-100322,UA - Prospecting - Broad | Android | APAC | Playables,26099,718,462.1800,78,15.7,48.64
"2025-10-06",Facebook Ads,FB-100252,UA - Lookalike - 1% | iOS | LATAM | Static,14623,604,460.9700,60,15.91,64.88
"2025-10-06",Facebook Ads,FB-100248,UA - Lookalike - 5% | iOS | EU | UGC,20060,648,460.5300,94,22.01,77.04
"2025-10-06",Facebook Ads,FB-100063,UA - Prospecting - Broad | Android | US | Playables,13154,533,459.7100,69,10.32,39.4
"2025-10-06",Facebook Ads,FB-100214,UA - Prospecting - Broad | iOS | APAC | UGC,12751,484,457.9100,16,3.29,8.94
"2025-10-06",Facebook Ads,FB-100212,UA - Lookalike - 5% | iOS | MENA | UGC,15164,494,456.9000,72,21.93,69.39
"2025-10-06",Facebook Ads,FB-100005,UA - Prospecting - Broad | iOS | MENA | Carousel,14535,534,455.5600,46,4.31,11.32
"2025-10-06",Facebook Ads,FB-100178,UA - Prospecting - Broad | iOS | EU | UGC,28314,478,452.9500,13,2.33,7.47
"2025-10-06",Facebook Ads,FB-100082,UA - Lookalike - 1% | iOS | US | Video,21628,528,452.5000,44,12.84,30.48
"2025-10-06",Facebook Ads,FB-100337,UA - Retargeting - Value | iOS | LATAM | Static,16094,413,451.0800,61,7.48,29.93
"2025-10-06",Facebook Ads,FB-100242,UA - Lookalike - 5% | Android | US | Playables,26998,688,450.2300,85,13.71,41.14
"2025-10-06",Facebook Ads,FB-100175,UA - Retargeting - Value | Android | EU | Carousel,20330,553,448.5400,120,32.58,99.3
"2025-10-06",Facebook Ads,FB-100024,UA - Lookalike - 1% | iOS | MENA | UGC,16495,640,446.5300,70,19.94,50.53
"2025-10-06",Facebook Ads,FB-100087,UA - Lookalike - 1% | iOS | EU | Video,14733,595,440.8900,59,15.49,35.61
"2025-10-06",Facebook Ads,FB-100158,UA - Lookalike - 1% | iOS | APAC | UGC,22252,901,439.6000,37,4.48,14.7
"2025-10-06",Facebook Ads,FB-100244,UA - Lookalike - 5% | Android | APAC | Carousel,22971,1049,438.0600,199,33.47,74.27
"2025-10-06",Facebook Ads,FB-100281,UA - Lookalike - 1% | iOS | EU | Static,16000,733,437.0100,87,25.66,84.24
"2025-10-06",Facebook Ads,FB-100184,UA - Lookalike - 5% | Android | EU | Video,22225,567,436.6500,49,11.65,38.85
"2025-10-06",Facebook Ads,FB-100017,UA - Lookalike - 5% | Android | EU | UGC,23882,762,435.7900,133,23.39,70.29
"2025-10-06",Facebook Ads,FB-100065,UA - Prospecting - Broad | Android | US | Playables,13044,444,434.1400,80,20.18,57.94
"2025-10-06",Facebook Ads,FB-100263,UA - Lookalike - 1% | Android | APAC | Carousel,20399,523,433.7200,63,14.41,50.32
"2025-10-06",Facebook Ads,FB-100338,UA - Retargeting - Value | Android | EU | Carousel,15365,489,429.2400,74,7.86,30.71
"2025-10-06",Facebook Ads,FB-100161,UA - Lookalike - 1% | iOS | US | UGC,13505,438,426.1300,66,6.83,25.18
"2025-10-06",Facebook Ads,FB-100114,UA - Prospecting - Broad | Android | EU | Static,23265,648,426.0000,74,15.05,55.1
"2025-10-06",Facebook Ads,FB-100290,UA - Lookalike - 5% | iOS | US | UGC,21855,689,424.3600,97,31.71,105.18
"2025-10-06",Facebook Ads,FB-100239,UA - Lookalike - 1% | iOS | US | Carousel,15701,561,422.9400,101,17.86,70.03
"2025-10-06",Facebook Ads,FB-100255,UA - Lookalike - 1% | iOS | US | Playables,23234,794,422.6500,127,43.05,103.66
"2025-10-06",Facebook Ads,FB-100174,UA - Lookalike - 1% | Android | APAC | Carousel,22332,589,418.9000,109,28.03,110.91
"2025-10-06",Facebook Ads,FB-100233,UA - Prospecting - Broad | iOS | MENA | UGC,27651,653,417.5300,94,19.61,50.14
"2025-10-06",Facebook Ads,FB-100336,UA - Retargeting - Value | Android | MENA | Playables,14479,456,416.8800,60,9.22,44.61
"2025-10-06",Facebook Ads,FB-100267,UA - Prospecting - Broad | iOS | US | Static,18415,811,416.2900,146,17.71,54.49
"2025-10-06",Facebook Ads,FB-100179,UA - Lookalike - 5% | Android | MENA | Carousel,20215,580,412.6700,86,24.23,71.79
"2025-10-06",Facebook Ads,FB-100099,UA - Prospecting - Broad | Android | MENA | Carousel,21113,491,411.1100,89,9.31,26.11
"2025-10-06",Facebook Ads,FB-100168,UA - Lookalike - 1% | Android | LATAM | Playables,25076,805,410.2300,163,21.65,60.34
"2025-10-06",Facebook Ads,FB-100218,UA - Lookalike - 1% | Android | EU | UGC,16124,592,408.6600,130,34.26,102.64
"2025-10-06",Facebook Ads,FB-100142,UA - Lookalike - 5% | iOS | APAC | Carousel,9552,417,407.7800,59,12.43,43.62
"2025-10-06",Facebook Ads,FB-100035,UA - Prospecting - Broad | iOS | APAC | Video,15586,629,407.4700,107,27.5,92.45
"2025-10-06",Facebook Ads,FB-100051,UA - Lookalike - 5% | iOS | APAC | UGC,25861,537,407.2100,18,2.52,9.62
"2025-10-06",Facebook Ads,FB-100251,UA - Prospecting - Broad | iOS | US | Playables,16968,469,406.8100,42,4.61,13.31
"2025-10-06",Facebook Ads,FB-100190,UA - Lookalike - 5% | Android | EU | Video,13581,587,406.3200,40,3.62,9.99
"2025-10-06",Facebook Ads,FB-100250,UA - Lookalike - 5% | iOS | LATAM | Video,15591,598,405.6200,119,27.38,111.08
"2025-10-06",Facebook Ads,FB-100296,UA - Lookalike - 5% | iOS | APAC | Static,21497,1004,405.5200,192,28.55,106.86
"2025-10-06",Facebook Ads,FB-100008,UA - Lookalike - 1% | Android | APAC | Video,16232,511,402.6700,102,22.37,52.28
"2025-10-06",Facebook Ads,FB-100075,UA - Lookalike - 5% | iOS | LATAM | Static,13424,584,398.6400,103,23.74,70.63
"2025-10-06",Facebook Ads,FB-100221,UA - Retargeting - Value | iOS | EU | Playables,14500,349,395.2800,72,19.45,61.77
"2025-10-06",Facebook Ads,FB-100324,UA - Lookalike - 1% | Android | LATAM | Carousel,14933,706,393.9500,147,31.47,104.8
"2025-10-06",Facebook Ads,FB-100050,UA - Lookalike - 5% | Android | US | Video,13150,452,392.7400,49,7.37,20.2
"2025-10-06",Facebook Ads,FB-100014,UA - Lookalike - 1% | iOS | LATAM | UGC,18238,496,388.2700,20,1.46,4.27
"2025-10-06",Facebook Ads,FB-100210,UA - Prospecting - Broad | Android | APAC | Playables,22447,456,383.5000,66,12.07,44.72
"2025-10-06",Facebook Ads,FB-100113,UA - Lookalike - 1% | iOS | US | Static,15065,395,380.8200,48,13.74,51.66
"2025-10-06",Facebook Ads,FB-100207,UA - Lookalike - 1% | iOS | APAC | UGC,16193,552,380.3300,36,3.81,12.82
"2025-10-06",Facebook Ads,FB-100108,UA - Lookalike - 1% | Android | MENA | Playables,17210,459,377.7100,57,8.15,27.47
"2025-10-06",Facebook Ads,FB-100053,UA - Retargeting - Value | iOS | US | Static,12021,345,376.8100,71,18.74,93.04
"2025-10-06",Facebook Ads,FB-100247,UA - Lookalike - 5% | iOS | APAC | Carousel,18223,823,376.7700,124,19.85,65.8
"2025-10-06",Facebook Ads,FB-100332,UA - Prospecting - Broad | iOS | US | UGC,10329,368,375.4000,61,17.33,59.2
"2025-10-06",Facebook Ads,FB-100286,UA - Lookalike - 1% | Android | APAC | UGC,15916,552,372.2700,78,8.21,29.85
"2025-10-06",Facebook Ads,FB-100272,UA - Lookalike - 1% | iOS | LATAM | Video,17567,702,368.6200,70,21.29,53.59
"2025-10-06",Facebook Ads,FB-100305,UA - Retargeting - Value | iOS | US | Playables,17431,498,367.9200,62,18.99,77.78
"2025-10-06",Facebook Ads,FB-100149,UA - Prospecting - Broad | Android | EU | Carousel,20763,911,366.7700,150,26.73,90.08
"2025-10-06",Facebook Ads,FB-100219,UA - Lookalike - 5% | iOS | APAC | UGC,16488,398,365.4800,18,4.78,19.59
"2025-10-06",Facebook Ads,FB-100345,UA - Lookalike - 1% | Android | US | Carousel,19658,684,362.5900,109,19.67,66.92
"2025-10-06",Facebook Ads,FB-100265,UA - Lookalike - 1% | iOS | US | Playables,14334,403,358.3100,46,6.3,14.72
"2025-10-06",Facebook Ads,FB-100144,UA - Prospecting - Broad | Android | LATAM | Static,18956,691,357.9400,76,16.32,35.97
"2025-10-06",Facebook Ads,FB-100316,UA - Prospecting - Broad | Android | EU | Static,16177,384,357.1200,41,8.08,29.24
"2025-10-06",Facebook Ads,FB-100329,UA - Lookalike - 5% | iOS | MENA | UGC,17075,740,355.5700,127,29.51,75.78
"2025-10-06",Facebook Ads,FB-100030,UA - Lookalike - 1% | iOS | LATAM | Video,16860,568,352.9600,46,11.73,31.5
"2025-10-06",Facebook Ads,FB-100106,UA - Lookalike - 1% | iOS | LATAM | UGC,24228,702,352.4000,99,14.2,44.62
"2025-10-06",Facebook Ads,FB-100306,UA - Prospecting - Broad | Android | APAC | Static,17507,490,352.1600,82,8.16,24.41
"2025-10-06",Facebook Ads,FB-100000,UA - Retargeting - Value | Android | US | Carousel,18187,307,347.1900,69,12.47,44.48
"2025-10-06",Facebook Ads,FB-100230,UA - Prospecting - Broad | iOS | US | UGC,16195,426,336.6300,25,7.1,25.3
"2025-10-06",Facebook Ads,FB-100228,UA - Lookalike - 5% | iOS | APAC | UGC,25933,832,335.1300,49,10.28,32.96
"2025-10-06",Facebook Ads,FB-100193,UA - Lookalike - 1% | iOS | US | Static,11624,323,334.7600,39,4.96,14.81
"2025-10-06",Facebook Ads,FB-100319,UA - Prospecting - Broad | iOS | EU | Playables,13189,468,333.7800,34,11.38,31.32
"2025-10-06",Facebook Ads,FB-100208,UA - Lookalike - 5% | iOS | MENA | Video,18802,664,332.4000,101,22.13,51.74
"2025-10-06",Facebook Ads,FB-100072,UA - Prospecting - Broad | Android | APAC | Playables,12377,529,330.1500,78,5.77,17.23
"2025-10-06",Facebook Ads,FB-100335,UA - Prospecting - Broad | Android | LATAM | Static,11781,366,325.8500,16,3.86,15.92
"2025-10-06",Facebook Ads,FB-100112,UA - Lookalike - 1% | iOS | EU | Video,20565,461,322.5200,89,9.3,28.87
"2025-10-06",Facebook Ads,FB-100216,UA - Lookalike - 5% | iOS | MENA | Video,21224,684,317.3100,70,9.47,30.99
"2025-10-06",Facebook Ads,FB-100310,UA - Lookalike - 1% | Android | LATAM | Carousel,15119,721,317.3100,115,26.69,63.31
"2025-10-06",Facebook Ads,FB-100291,UA - Retargeting - Value | Android | US | Carousel,14650,318,317.2700,70,18.8,82.81
"2025-10-06",Facebook Ads,FB-100121,UA - Lookalike - 1% | iOS | EU | UGC,26202,561,316.9100,91,10.82,33.42
"2025-10-06",Facebook Ads,FB-100019,UA - Lookalike - 1% | Android | EU | Video,14151,421,316.5500,76,17.54,49.46
"2025-10-06",Facebook Ads,FB-100043,UA - Prospecting - Broad | Android | EU | Static,38721,721,315.0800,120,14.34,43.03
"2025-10-06",Facebook Ads,FB-100258,UA - Lookalike - 1% | iOS | MENA | Playables,8909,428,312.0500,22,4.51,15.25
"2025-10-06",Facebook Ads,FB-100023,UA - Lookalike - 1% | Android | MENA | Playables,19945,837,310.3600,166,26.11,84.81
"2025-10-06",Facebook Ads,FB-100111,UA - Retargeting - Value | iOS | APAC | UGC,11803,410,309.8000,100,34.67,113.93
"2025-10-06",Facebook Ads,FB-100298,UA - Lookalike - 1% | Android | LATAM | UGC,27337,674,309.3700,131,14.95,41.87
"2025-10-06",Facebook Ads,FB-100234,UA - Lookalike - 1% | iOS | MENA | UGC,16189,602,306.8400,98,11.51,42.29
"2025-10-06",Facebook Ads,FB-100032,UA - Prospecting - Broad | iOS | MENA | Static,17150,736,304.9200,83,20.2,44.82
"2025-10-06",Facebook Ads,FB-100186,UA - Lookalike - 5% | iOS | LATAM | Playables,15717,407,304.6000,76,18.07,48.23
"2025-10-06",Facebook Ads,FB-100110,UA - Lookalike - 1% | iOS | EU | UGC,14205,335,304.3100,39,12.0,30.02
"2025-10-06",Facebook Ads,FB-100086,UA - Retargeting - Value | iOS | MENA | Playables,13814,340,303.6900,49,9.83,41.64
